"gid","1","2","3","4","5","6","7","8","code"
"A/ruddy_turnstone/New_Jersey/Sg-00509/2008C",103,22,8,45,30,129,86,13,"103-22-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00510/2008C",103,78,8,63,30,6,86,19,"103-78-8-63-30-6-86-19"
"A/ruddy_turnstone/New_Jersey/Sg-00511/2008C",23,109,23,12,27,17,3,13,"23-109-23-12-27-17-3-13"
"A/ruddy_turnstone/New_Jersey/Sg-00512/2008C",23,109,23,12,27,17,3,10,"23-109-23-12-27-17-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00513/2008C",23,8,10,42,16,27,5,10,"23-8-10-42-16-27-5-10"
"A/ruddy_turnstone/New_Jersey/Sg-00514/2008C",23,109,23,12,27,17,3,10,"23-109-23-12-27-17-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00516/2008C",23,109,23,12,27,17,3,10,"23-109-23-12-27-17-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00517/2008C",23,109,23,12,27,17,3,10,"23-109-23-12-27-17-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00518/2008C",23,8,10,42,16,27,5,10,"23-8-10-42-16-27-5-10"
"A/ruddy_turnstone/New_Jersey/Sg-00519/2008C",23,8,10,42,16,27,5,10,"23-8-10-42-16-27-5-10"
"A/ruddy_turnstone/New_Jersey/Sg-00520/2008C",23,8,10,42,16,27,5,10,"23-8-10-42-16-27-5-10"
"A/ruddy_turnstone/New_Jersey/Sg-00521/2008C",103,22,8,12,30,17,3,10,"103-22-8-12-30-17-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00522/2008C",23,109,10,42,16,17,5,10,"23-109-10-42-16-17-5-10"
"A/ruddy_turnstone/New_Jersey/Sg-00523/2008C",23,8,10,42,16,27,5,10,"23-8-10-42-16-27-5-10"
"A/ruddy_turnstone/New_Jersey/Sg-00524/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00525/2008C",103,1215,1026,42,16,38,86,1391,"103-1215-1026-42-16-38-86-1391"
"A/ruddy_turnstone/New_Jersey/Sg-00526/2008C",103,22,8,12,30,17,86,13,"103-22-8-12-30-17-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00527/2008C",80,78,29,63,30,6,86,19,"80-78-29-63-30-6-86-19"
"A/ruddy_turnstone/New_Jersey/Sg-00528/2008C",23,109,23,12,27,17,3,10,"23-109-23-12-27-17-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00529/2008C",23,109,10,42,16,27,5,10,"23-109-10-42-16-27-5-10"
"A/ruddy_turnstone/New_Jersey/Sg-00530/2008C",103,22,8,45,30,129,86,13,"103-22-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00531/2008C",80,78,29,63,30,6,5,19,"80-78-29-63-30-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00532/2008C",23,22,23,92,30,129,3,13,"23-22-23-92-30-129-3-13"
"A/ruddy_turnstone/New_Jersey/Sg-00533/2008C",23,8,10,63,2758,6,3,10,"23-8-10-63-2758-6-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00534/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00535/2008C",23,109,23,12,27,17,3,10,"23-109-23-12-27-17-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00536/2008C",23,22,23,12,30,17,86,10,"23-22-23-12-30-17-86-10"
"A/ruddy_turnstone/New_Jersey/Sg-00537/2008C",23,109,23,12,27,17,3,10,"23-109-23-12-27-17-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00542/2008C",80,78,29,63,51,6,5,13,"80-78-29-63-51-6-5-13"
"A/ruddy_turnstone/New_Jersey/Sg-00543/2008C",103,22,8,42,30,17,3,24,"103-22-8-42-30-17-3-24"
"A/ruddy_turnstone/New_Jersey/Sg-00544/2008C",103,22,8,92,30,129,86,13,"103-22-8-92-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00546/2008C",80,78,29,63,51,6,5,2088,"80-78-29-63-51-6-5-2088"
"A/ruddy_turnstone/New_Jersey/Sg-00548/2008C",23,109,23,12,27,27,5,10,"23-109-23-12-27-27-5-10"
"A/ruddy_turnstone/New_Jersey/Sg-00550/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00551/2008C",80,46,29,16,51,6,5,19,"80-46-29-16-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00552/2008C",80,19,29,67,51,32,5,24,"80-19-29-67-51-32-5-24"
"A/ruddy_turnstone/New_Jersey/Sg-00554/2008C",23,109,23,12,27,17,3,10,"23-109-23-12-27-17-3-10"
"A/ruddy_turnstone/New_Jersey/Sg-00555/2008C",23,8,10,42,16,27,5,10,"23-8-10-42-16-27-5-10"
"A/ruddy_turnstone/New_Jersey/Sg-00556/2008C",80,46,29,63,51,6,5,19,"80-46-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00557/2008C",586,109,23,24,30,129,86,2089,"586-109-23-24-30-129-86-2089"
"A/ruddy_turnstone/New_Jersey/Sg-00558/2008C",21,78,29,63,51,6,5,19,"21-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00560/2008C",103,22,8,45,30,129,86,13,"103-22-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00561/2008C",195,1216,10,24,27,54,5,1058,"195-1216-10-24-27-54-5-1058"
"A/ruddy_turnstone/New_Jersey/Sg-00562/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00563/2008C",52,46,34,12,30,17,1031,24,"52-46-34-12-30-17-1031-24"
"A/ruddy_turnstone/New_Jersey/Sg-00564/2008C",103,956,10,24,30,54,86,13,"103-956-10-24-30-54-86-13"
"A/ruddy_turnstone/New_Jersey/Sg-00565/2008C",80,78,29,63,51,6,5,19,"80-78-29-63-51-6-5-19"
"A/ruddy_turnstone/New_Jersey/Sg-00567/2008C",23,46,23,24,27,27,380,1058,"23-46-23-24-27-27-380-1058"
"A/ruddy_turnstone/New_Jersey/Sg-0505/2008C",103,22,8,45,30,129,86,13,"103-22-8-45-30-129-86-13"
"A/ruddy_turnstone/New_Jersey/UGAI14-1147/2014M",42,4,109,45,15,49,19,2,"42-4-109-45-15-49-19-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1172/2014M",42,4,109,45,15,49,19,2,"42-4-109-45-15-49-19-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1204/2014K",90,9,834,35,382,16,8,4,"90-9-834-35-382-16-8-4"
"A/ruddy_turnstone/New_Jersey/UGAI14-1314/2014K",79,124,66,16,68,23,34,43,"79-124-66-16-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/UGAI14-1322/2014M",276,124,4,16,193,44,34,43,"276-124-4-16-193-44-34-43"
"A/ruddy_turnstone/New_Jersey/UGAI14-1339/2014M",42,4,109,45,15,49,19,2,"42-4-109-45-15-49-19-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1343/2014K",42,9,109,35,15,16,19,4,"42-9-109-35-15-16-19-4"
"A/ruddy_turnstone/New_Jersey/UGAI14-1347/2014M",42,4,109,45,15,49,19,2,"42-4-109-45-15-49-19-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1399/2014M",276,124,4,16,193,44,34,43,"276-124-4-16-193-44-34-43"
"A/ruddy_turnstone/New_Jersey/UGAI14-1436/2014M",101,67,52,149,365,100,70,58,"101-67-52-149-365-100-70-58"
"A/ruddy_turnstone/New_Jersey/UGAI14-1478/2014M",276,124,4,16,193,44,34,43,"276-124-4-16-193-44-34-43"
"A/ruddy_turnstone/New_Jersey/UGAI14-1519/2014K",76,124,1179,24,68,23,34,43,"76-124-1179-24-68-23-34-43"
"A/ruddy_turnstone/New_Jersey/UGAI14-1537/2014M",42,4,109,45,15,49,19,2,"42-4-109-45-15-49-19-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1632/2014M",276,124,4,16,193,119,34,43,"276-124-4-16-193-119-34-43"
"A/ruddy_turnstone/New_Jersey/UGAI14-1639/2014M",42,4,109,45,15,49,19,2,"42-4-109-45-15-49-19-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1656/2014M",76,124,1179,16,193,119,34,43,"76-124-1179-16-193-119-34-43"
"A/ruddy_turnstone/New_Jersey/UGAI14-1657/2014M",42,448,109,45,15,49,19,2,"42-448-109-45-15-49-19-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1719/2014K",90,9,834,35,382,16,8,4,"90-9-834-35-382-16-8-4"
"A/ruddy_turnstone/New_Jersey/UGAI14-1746/2014M",76,124,66,16,15,119,34,43,"76-124-66-16-15-119-34-43"
"A/ruddy_turnstone/New_Jersey/UGAI14-1748/2014M",43,565,1180,53,28,32,3,2,"43-565-1180-53-28-32-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1758/2014M",43,565,1180,53,28,32,3,2,"43-565-1180-53-28-32-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1837/2014M",42,565,109,53,15,32,19,2,"42-565-109-53-15-32-19-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1840/2014M",42,124,109,53,15,32,34,2,"42-124-109-53-15-32-34-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1857/2014M",276,13,4,16,3161,44,34,43,"276-13-4-16-3161-44-34-43"
"A/ruddy_turnstone/New_Jersey/UGAI14-1868/2014M",42,565,109,53,15,49,3,2,"42-565-109-53-15-49-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1895/2014M",42,4,109,45,15,49,19,2,"42-4-109-45-15-49-19-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1907/2014K",90,9,834,35,382,16,8,4,"90-9-834-35-382-16-8-4"
"A/ruddy_turnstone/New_Jersey/UGAI14-1941/2014M",42,4,109,45,15,49,19,2,"42-4-109-45-15-49-19-2"
"A/ruddy_turnstone/New_Jersey/UGAI14-1995/2014M",42,4,109,45,15,49,19,2,"42-4-109-45-15-49-19-2"
"A/ruddy_turnstone/New_Jersey/UGAI15-2958/2015K",310,70,40,72,12,16,22,4,"310-70-40-72-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-2961/2015M",564,70,40,20,12,41,22,4,"564-70-40-20-12-41-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-2970/2015M",564,70,40,20,12,41,22,4,"564-70-40-20-12-41-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3003/2015M",321,70,40,20,12,41,3,4,"321-70-40-20-12-41-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3086/2015M",1843,70,40,20,58,16,3,4,"1843-70-40-20-58-16-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3154/2015M",248,57,40,72,12,16,22,4,"248-57-40-72-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3172/2015M",1844,70,40,72,12,41,3,4,"1844-70-40-72-12-41-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3254/2015M",310,70,40,72,12,16,22,4,"310-70-40-72-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3256/2015M",321,70,40,20,12,41,3,4,"321-70-40-20-12-41-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3295/2015M",15,70,40,20,44,41,3,749,"15-70-40-20-44-41-3-749"
"A/ruddy_turnstone/New_Jersey/UGAI15-3341/2015M",321,70,40,20,12,41,3,4,"321-70-40-20-12-41-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3362/2015M",15,70,765,20,12,23,19,4,"15-70-765-20-12-23-19-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3487/2015M",321,70,40,20,12,41,3,4,"321-70-40-20-12-41-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3501/2015M",1845,70,40,20,12,16,22,4,"1845-70-40-20-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3685/2015M",1846,70,40,72,12,41,22,4,"1846-70-40-72-12-41-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3700/2015M",1678,70,40,20,12,16,22,4,"1678-70-40-20-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3706/2015M",321,70,40,20,12,41,3,4,"321-70-40-20-12-41-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3824/2015M",321,70,40,20,12,41,3,4,"321-70-40-20-12-41-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3842/2015M",755,70,40,72,12,16,22,4,"755-70-40-72-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3851/2015M",248,70,40,24,44,21,3,4,"248-70-40-24-44-21-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3931/2015M",310,70,40,72,12,16,22,4,"310-70-40-72-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3933/2015K",1679,70,40,72,12,16,22,4,"1679-70-40-72-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3938/2015M",1680,70,40,20,12,41,22,4,"1680-70-40-20-12-41-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3980/2015M",564,70,40,72,12,41,22,4,"564-70-40-72-12-41-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3995/2015M",1681,70,40,20,12,16,22,4,"1681-70-40-20-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-3999/2015M",310,70,40,72,12,16,22,4,"310-70-40-72-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4006/2015M",1682,70,40,20,12,16,3,4,"1682-70-40-20-12-16-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4009/2015M",321,70,40,20,12,16,22,4,"321-70-40-20-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4065/2015M",1683,70,40,20,12,41,3,4,"1683-70-40-20-12-41-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4069/2015M",564,70,40,20,12,41,22,4,"564-70-40-20-12-41-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4073/2015M",321,70,40,20,12,41,3,4,"321-70-40-20-12-41-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4091/2015M",564,70,40,20,12,16,22,4,"564-70-40-20-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4121/2015M",1684,70,40,20,12,16,3,4,"1684-70-40-20-12-16-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4129/2015M",1685,70,40,20,12,16,22,4,"1685-70-40-20-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4132/2015M",564,70,40,72,12,16,22,4,"564-70-40-72-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4203/2015M",321,70,40,20,12,41,3,4,"321-70-40-20-12-41-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4214/2015M",321,584,40,20,12,16,19,4,"321-584-40-20-12-16-19-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4215/2015K",755,70,40,72,12,16,22,4,"755-70-40-72-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4229/2015M",248,57,40,72,12,16,22,4,"248-57-40-72-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4237/2015K",310,70,40,72,12,16,22,4,"310-70-40-72-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4243/2015M",321,70,40,20,12,41,3,4,"321-70-40-20-12-41-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI15-4248/2015M",321,70,40,20,12,16,22,4,"321-70-40-20-12-16-22-4"
"A/ruddy_turnstone/New_Jersey/UGAI16-0908/2016C",237,1406,279,26,1,158,34,7,"237-1406-279-26-1-158-34-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-0910/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1239/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1241/2016C",76,63,279,24,193,30,34,709,"76-63-279-24-193-30-34-709"
"A/ruddy_turnstone/New_Jersey/UGAI16-1244/2016C",26,10,4,32,20,23,3,2,"26-10-4-32-20-23-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1248/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1250/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1251/2016C",66,40,4,26,1,40,3,2,"66-40-4-26-1-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1256/2016C",66,40,4,26,1,2,3,2,"66-40-4-26-1-2-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1257/2016C",66,40,4,26,97,158,3,2,"66-40-4-26-97-158-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1260/2016C",66,40,4,26,1,158,3,2,"66-40-4-26-1-158-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1261/2016C",66,40,288,26,1,158,3,2,"66-40-288-26-1-158-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1265/2016C",66,40,4,26,97,158,3,2,"66-40-4-26-97-158-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1273/2016C",66,40,4,26,2141,158,3,2,"66-40-4-26-2141-158-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1276/2016C",66,40,288,26,97,158,3,7,"66-40-288-26-97-158-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1283/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1284/2016C",237,40,4,26,1,158,3,2,"237-40-4-26-1-158-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1289/2016C",76,10,16,32,20,23,8,24,"76-10-16-32-20-23-8-24"
"A/ruddy_turnstone/New_Jersey/UGAI16-1293/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1294/2016C",237,2465,288,26,1,158,3,7,"237-2465-288-26-1-158-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1296/2016C",66,40,4,32,15,40,3,2,"66-40-4-32-15-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1299/2016C",237,24,4,26,1,30,3,7,"237-24-4-26-1-30-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1303/2016C",237,24,279,392,1,158,34,7,"237-24-279-392-1-158-34-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1305/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1306/2016C",237,24,279,392,1,158,34,7,"237-24-279-392-1-158-34-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1327/2016C",66,40,4,26,15,40,3,2,"66-40-4-26-15-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1333/2016C",66,40,4,26,97,40,3,7,"66-40-4-26-97-40-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1447/2016C",66,40,4,26,15,40,3,2,"66-40-4-26-15-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1449/2016C",237,24,288,26,1,158,3,7,"237-24-288-26-1-158-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1457/2016C",66,40,4,26,97,21,3,2,"66-40-4-26-97-21-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1465/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1468/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1469/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1474/2016C",76,243,279,24,193,30,34,709,"76-243-279-24-193-30-34-709"
"A/ruddy_turnstone/New_Jersey/UGAI16-1481/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1483/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1488/2016C",66,24,4,26,15,40,3,2,"66-24-4-26-15-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1492/2016C",237,2466,279,24,1,158,34,7,"237-2466-279-24-1-158-34-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1498/2016C",66,13,288,26,1,2,3,7,"66-13-288-26-1-2-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1504/2016C",66,40,183,26,97,21,3,2,"66-40-183-26-97-21-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1510/2016C",66,40,4,26,97,158,3,7,"66-40-4-26-97-158-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1514/2016C",66,40,4,26,1,158,3,2,"66-40-4-26-1-158-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1522/2016C",339,2467,288,26,1,2,3,7,"339-2467-288-26-1-2-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1527/2016C",66,40,4,26,97,158,3,2,"66-40-4-26-97-158-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1530/2016C",66,40,4,26,15,40,3,2,"66-40-4-26-15-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1531/2016C",66,40,4,26,1,158,3,2,"66-40-4-26-1-158-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1537/2016C",339,24,183,26,97,21,3,7,"339-24-183-26-97-21-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1541/2016C",339,2468,288,26,1,2,3,7,"339-2468-288-26-1-2-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1546/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1548/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1551/2016C",66,40,4,26,97,21,3,2,"66-40-4-26-97-21-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1559/2016C",237,24,279,392,1,158,34,7,"237-24-279-392-1-158-34-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-1566/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-1644/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-2116/2016C",76,243,279,392,193,30,34,709,"76-243-279-392-193-30-34-709"
"A/ruddy_turnstone/New_Jersey/UGAI16-2120/2016C",237,24,279,16,1,38,15,7,"237-24-279-16-1-38-15-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-2121/2016C",66,40,4,26,97,21,3,2,"66-40-4-26-97-21-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-2126/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-2139/2016C",237,24,288,16,1,158,3,7,"237-24-288-16-1-158-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-2141/2016C",66,40,4,26,15,40,3,2,"66-40-4-26-15-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-2143/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-2146/2016C",66,40,4,26,97,40,3,7,"66-40-4-26-97-40-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-2150/2016C",66,40,4,26,97,40,3,2,"66-40-4-26-97-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI16-2163/2016C",66,24,4,26,1,40,3,7,"66-24-4-26-1-40-3-7"
"A/ruddy_turnstone/New_Jersey/UGAI16-2170/2016C",66,40,4,26,15,40,3,2,"66-40-4-26-15-40-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI17-1978/2017M",26,112,396,75,193,19,3,4,"26-112-396-75-193-19-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI17-1985/2017M",26,112,12,13,44,19,24,4,"26-112-12-13-44-19-24-4"
"A/ruddy_turnstone/New_Jersey/UGAI17-1991/2017M",15,112,12,13,44,19,24,4,"15-112-12-13-44-19-24-4"
"A/ruddy_turnstone/New_Jersey/UGAI17-2002/2017M",26,112,396,75,1,19,3,4,"26-112-396-75-1-19-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI17-2003/2017M",15,112,12,13,44,19,3,4,"15-112-12-13-44-19-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI17-2072/2017M",26,24,12,13,44,19,3,4,"26-24-12-13-44-19-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI17-2081/2017M",24,24,396,75,48,19,3,4,"24-24-396-75-48-19-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI17-2624/2017M",154,61,25,53,100,23,22,2,"154-61-25-53-100-23-22-2"
"A/ruddy_turnstone/New_Jersey/UGAI17-2640/2017M",154,2469,25,53,100,23,22,2,"154-2469-25-53-100-23-22-2"
"A/ruddy_turnstone/New_Jersey/UGAI17-2667/2017M",26,112,396,13,44,19,3,4,"26-112-396-13-44-19-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI17-2707/2017M",26,24,12,75,1,19,3,4,"26-24-12-75-1-19-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI17-2729/2017M",154,61,25,53,100,23,22,2,"154-61-25-53-100-23-22-2"
"A/ruddy_turnstone/New_Jersey/UGAI17-2746/2017M",15,112,12,13,44,19,24,4,"15-112-12-13-44-19-24-4"
"A/ruddy_turnstone/New_Jersey/UGAI17-2766/2017M",15,61,4,53,100,19,22,2,"15-61-4-53-100-19-22-2"
"A/ruddy_turnstone/New_Jersey/UGAI17-2769/2017M",15,61,4,53,100,19,22,2,"15-61-4-53-100-19-22-2"
"A/ruddy_turnstone/New_Jersey/UGAI17-2770/2017M",15,112,12,13,44,17,24,4,"15-112-12-13-44-17-24-4"
"A/ruddy_turnstone/New_Jersey/UGAI17-2771/2017M",154,2470,25,53,100,23,22,2,"154-2470-25-53-100-23-22-2"
"A/ruddy_turnstone/New_Jersey/UGAI17-2773/2017M",15,61,4,53,100,19,22,2,"15-61-4-53-100-19-22-2"
"A/ruddy_turnstone/New_Jersey/UGAI17-2775/2017M",24,112,396,75,44,17,3,2,"24-112-396-75-44-17-3-2"
"A/ruddy_turnstone/New_Jersey/UGAI17-2777/2017M",154,61,396,53,100,19,24,2,"154-61-396-53-100-19-24-2"
"A/ruddy_turnstone/New_Jersey/UGAI17-2783/2017M",26,112,12,13,44,17,3,4,"26-112-12-13-44-17-3-4"
"A/ruddy_turnstone/New_Jersey/UGAI17-2784/2017M",154,61,25,53,100,23,22,2,"154-61-25-53-100-23-22-2"
"A/ruddy_turnstone/New_Jersey/UGAI17-2786/2017M",15,138,12,53,1,19,24,2,"15-138-12-53-1-19-24-2"
"A/ruddy_turnstone/New_Jersey/UGAI17-2787/2017M",154,112,25,53,100,23,22,2,"154-112-25-53-100-23-22-2"
